City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
85,Jamestown,US,2022-07-17 23:11:08,42.097,-79.2353,72.99,87,75,4.61
86,Tezu,IN,2022-07-17 23:15:14,27.9167,96.1667,76.78,98,82,2.21
87,Severo-Kurilsk,RU,2022-07-17 23:15:15,50.6789,156.125,56.12,92,100,2.01
88,Castro,BR,2022-07-17 23:15:15,-24.7911,-50.0119,61.72,90,100,2.55
89,Constitucion,CL,2022-07-17 23:15:16,-35.3333,-72.4167,49.69,93,100,6.31
90,Tessalit,ML,2022-07-17 23:15:16,20.1986,1.0114,92.93,26,97,7.74
91,Katherine,AU,2022-07-17 23:15:17,-14.4667,132.2667,61.12,94,17,4.61
92,Axim,GH,2022-07-17 23:16:17,4.8699,-2.2405,74.07,82,52,8.23
93,Termiz,UZ,2022-07-17 23:16:18,37.2242,67.2783,78.89,34,0,2.3
94,Kampong Cham,KH,2022-07-17 23:16:18,11.9934,105.4635,76.69,92,100,4.36
95,Chokurdakh,RU,2022-07-17 23:16:19,70.6333,147.9167,50.86,51,7,12.28
96,Bara,NG,2022-07-17 23:16:19,10.3744,10.7288,70.34,94,97,2.19
97,Sao Filipe,CV,2022-07-17 23:16:20,14.8961,-24.4956,74.89,80,29,13.98
98,Trincomalee,LK,2022-07-17 23:16:21,8.5711,81.2335,81.0,77,100,15.48
99,Fortuna,US,2022-07-17 23:11:41,40.5982,-124.1573,68.09,69,5,5.01
100,Sabang,ID,2022-07-17 23:16:21,5.8933,95.3214,81.79,77,52,7.72
101,Fairbanks,US,2022-07-17 23:16:02,64.8378,-147.7164,68.0,48,40,9.22
102,Hasaki,JP,2022-07-17 23:16:22,35.7333,140.8333,79.29,83,99,5.73
103,Preobrazheniye,RU,2022-07-17 23:16:23,42.9019,133.9064,63.39,88,97,7.85
104,Hermanus,ZA,2022-07-17 23:16:23,-34.4187,19.2345,49.8,82,0,7.27
105,Tromso,NO,2022-07-17 23:16:23,69.6496,18.957,48.22,87,75,5.75
106,Mbanza-Ngungu,CD,2022-07-17 23:16:24,-5.25,14.8667,68.16,72,29,10.13
107,New Norfolk,AU,2022-07-17 23:16:24,-42.7826,147.0587,39.7,79,90,1.99
108,Pevek,RU,2022-07-17 23:16:25,69.7008,170.3133,31.93,92,100,29.37
109,Ankang,CN,2022-07-17 23:16:25,32.68,109.0172,71.6,90,100,1.45
110,Gat,IL,2022-07-17 23:16:26,31.61,34.7642,78.4,100,0,1.12
111,Georgetown,MY,2022-07-17 23:12:37,5.4112,100.3354,82.89,88,20,0.0
112,Krasnoselkup,RU,2022-07-17 23:16:27,65.7,82.4667,53.53,79,18,10.33
113,Porosozero,RU,2022-07-17 23:16:27,62.7191,32.727,48.45,91,15,4.52
114,Riyadh,SA,2022-07-17 23:16:28,24.6877,46.7219,89.74,12,11,9.19
115,Tasiilaq,GL,2022-07-17 23:16:28,65.6145,-37.6368,41.16,78,67,5.14
116,Makaha,US,2022-07-17 23:16:29,21.4694,-158.2175,84.11,65,100,12.77
117,Faanui,PF,2022-07-17 23:16:29,-16.4833,-151.75,77.32,69,85,16.4
118,Grand Gaube,MU,2022-07-17 23:16:30,-20.0064,57.6608,70.2,69,69,7.0
119,Tura,IN,2022-07-17 23:16:30,25.5198,90.2201,74.57,95,99,4.41
120,Tautira,PF,2022-07-17 23:16:31,-17.7333,-149.15,74.89,73,50,12.17
121,Uvat,RU,2022-07-17 23:16:31,59.1433,68.8953,56.21,72,40,3.8
122,Pochutla,MX,2022-07-17 23:16:31,15.7432,-96.4661,85.82,66,100,4.9
123,Bredasdorp,ZA,2022-07-17 23:16:32,-34.5322,20.0403,53.1,87,0,4.43
124,Leningradskiy,RU,2022-07-17 23:16:32,69.3833,178.4167,32.68,96,90,22.93
125,Makakilo City,US,2022-07-17 23:16:33,21.3469,-158.0858,82.72,70,75,11.5
126,Berezovyy,RU,2022-07-17 23:16:33,51.6667,135.7,68.56,75,99,3.6
127,Sioux Lookout,CA,2022-07-17 23:16:34,50.1001,-91.917,86.07,45,75,11.5
128,Hobart,AU,2022-07-17 23:15:02,-42.8794,147.3294,40.05,80,40,6.91
129,Cao Bang,VN,2022-07-17 23:16:35,22.6667,106.25,78.39,98,100,3.02
130,Saint-Augustin,CA,2022-07-17 23:16:35,51.226,-58.6502,58.33,94,97,14.81
131,Balasheyka,RU,2022-07-17 23:16:36,53.2841,48.0851,62.62,77,0,1.99
132,Warri,NG,2022-07-17 23:16:36,5.5167,5.75,73.72,86,82,4.32
133,Yamada,JP,2022-07-17 23:16:37,39.4667,141.95,75.04,82,26,2.75
134,Qaanaaq,GL,2022-07-17 23:14:41,77.484,-69.3632,46.47,62,98,3.29
135,Cape Town,ZA,2022-07-17 23:12:55,-33.9258,18.4232,59.88,87,3,5.01
136,Saint-Georges,GD,2022-07-17 23:16:38,12.0564,-61.7485,79.88,83,34,18.07
137,Vanavara,RU,2022-07-17 23:16:38,60.34,102.2797,58.73,76,74,2.77
138,Deputatskiy,RU,2022-07-17 23:16:39,69.3,139.9,52.88,58,77,2.95
139,Tiksi,RU,2022-07-17 23:16:39,71.6872,128.8694,39.52,72,100,7.18
140,Alabaster,US,2022-07-17 23:16:19,33.2443,-86.8164,91.45,59,0,5.75
141,Nome,US,2022-07-17 23:16:40,64.5011,-165.4064,55.17,76,75,12.66
142,Basco,PH,2022-07-17 23:17:41,20.4487,121.9702,84.6,78,100,13.42
143,Chuy,UY,2022-07-17 23:17:42,-33.6971,-53.4616,44.17,83,0,7.29
144,Chernyshevskiy,RU,2022-07-17 23:17:42,63.0128,112.4714,56.32,81,100,4.09
145,Idlib,SY,2022-07-17 23:17:43,35.9306,36.6339,73.11,68,0,6.98
146,Touros,BR,2022-07-17 23:17:44,-5.1989,-35.4608,77.14,78,58,15.3
147,Cabo San Lucas,MX,2022-07-17 23:17:44,22.8909,-109.9124,92.61,42,0,4.61
148,Thompson,CA,2022-07-17 23:15:25,55.7435,-97.8558,78.96,47,75,9.22
149,Karratha,AU,2022-07-17 23:17:45,-20.7377,116.8463,63.9,50,1,5.59
150,Longyearbyen,SJ,2022-07-17 23:17:46,78.2186,15.6401,60.64,67,75,3.44
151,Grindavik,IS,2022-07-17 23:17:46,63.8424,-22.4338,49.95,100,100,8.05
152,Adrar,MR,2022-07-17 23:17:47,20.5022,-10.0711,98.62,11,60,9.06
153,Pa Sang,TH,2022-07-17 23:17:47,18.5262,98.9394,77.2,88,90,3.29
154,La Ronge,CA,2022-07-17 23:15:21,55.1001,-105.2842,79.05,29,75,13.8
155,Ribeira Grande,PT,2022-07-17 23:17:48,38.5167,-28.7,72.07,91,6,5.93
156,Dikson,RU,2022-07-17 23:17:49,73.5069,80.5464,43.99,79,17,8.39
157,Kloulklubed,PW,2022-07-17 23:17:49,7.0419,134.2556,79.3,71,87,5.88
158,Asfi,MA,2022-07-17 23:17:50,32.2994,-9.2372,69.6,89,0,11.74
159,Comodoro Rivadavia,AR,2022-07-17 23:17:44,-45.8667,-67.5,42.66,61,0,23.02
160,Katsuura,JP,2022-07-17 23:17:51,35.1333,140.3,80.19,81,100,13.15
161,Borken,DE,2022-07-17 23:17:51,51.85,6.8667,68.18,65,74,6.62
162,Talnakh,RU,2022-07-17 23:17:52,69.4865,88.3972,56.21,60,97,0.65
163,Jalu,LY,2022-07-17 23:17:52,29.0331,21.5482,81.95,42,0,15.79
164,Belmonte,BR,2022-07-17 23:17:53,-15.8631,-38.8828,72.34,88,22,9.53
165,Tottori,JP,2022-07-17 23:17:53,35.5,134.2333,78.87,78,75,4.61
166,Husavik,IS,2022-07-17 23:17:54,66.0449,-17.3389,46.33,91,99,4.41
167,Dongsheng,CN,2022-07-17 23:17:54,39.8161,109.9776,68.76,36,78,3.94
168,Carballo,ES,2022-07-17 23:17:55,43.213,-8.691,63.43,93,80,2.42
169,Baft,IR,2022-07-17 23:17:56,29.234,56.6057,72.25,13,2,4.23
170,Olivenza,ES,2022-07-17 23:17:56,38.6832,-7.103,74.61,45,37,7.07
171,Rawson,AR,2022-07-17 23:17:57,-43.3002,-65.1023,46.56,56,26,15.7
172,Freeport,US,2022-07-17 23:17:57,40.6576,-73.5832,81.99,72,20,13.8
173,Moyo,UG,2022-07-17 23:17:58,3.6609,31.7247,65.97,88,45,1.99
174,Sur,OM,2022-07-17 23:17:58,22.5667,59.5289,86.58,70,100,6.46
175,East London,ZA,2022-07-17 23:17:59,-33.0153,27.9116,67.69,32,0,7.83
176,Khasan,RU,2022-07-17 23:17:59,42.4308,130.6434,63.45,98,100,8.63
177,Barranca,PE,2022-07-17 23:17:59,-10.75,-77.7667,61.79,82,16,10.07
178,Kanbe,MM,2022-07-17 23:18:00,16.7053,96.0017,78.85,93,87,2.91
179,Kenai,US,2022-07-17 23:18:00,60.5544,-151.2583,55.15,97,100,13.8
180,Ankpa,NG,2022-07-17 23:18:01,7.3706,7.6253,71.01,87,100,4.38
181,Amapa,BR,2022-07-17 23:18:01,1.0,-52.0,74.1,95,93,3.13
182,Sainte-Rose,GP,2022-07-17 23:18:02,16.3324,-61.6979,82.44,74,20,9.22
183,Mayo,US,2022-07-17 23:18:03,38.8876,-76.5119,84.31,74,0,5.75
184,Saint-Joseph,RE,2022-07-17 23:18:03,-21.3667,55.6167,68.38,76,31,14.05
185,Kasongo,CD,2022-07-17 23:18:04,-4.45,26.6667,76.64,47,97,1.86
186,Vila,PT,2022-07-17 23:15:59,42.0304,-8.1588,63.7,70,20,4.16
187,Marquette,US,2022-07-17 23:19:05,46.5333,-87.6335,74.64,67,60,4.54
188,Mount Isa,AU,2022-07-17 23:16:49,-20.7333,139.5,64.17,42,1,6.91
189,High Level,CA,2022-07-17 23:15:39,58.5169,-117.136,80.71,39,75,4.61
190,Ornskoldsvik,SE,2022-07-17 23:19:06,63.2909,18.7153,54.55,82,100,4.61
191,Tecpan,GT,2022-07-17 23:19:06,14.7623,-90.9947,64.89,71,85,5.14
192,Lugo,ES,2022-07-17 23:19:07,43.0,-7.5,64.47,99,51,1.95
193,Lyubashivka,UA,2022-07-17 23:19:07,47.8372,30.2598,54.55,72,0,10.0
194,Quimperle,FR,2022-07-17 23:19:08,47.8667,-3.55,75.97,43,0,6.91
195,Puerto Escondido,MX,2022-07-17 23:19:08,15.85,-97.0667,86.83,58,75,5.75
196,Iralaya,HN,2022-07-17 23:19:09,15.0,-83.2333,81.7,80,60,11.43
197,Portobelo,PA,2022-07-17 23:19:09,9.55,-79.65,80.96,84,100,6.98
198,Maceio,BR,2022-07-17 23:16:08,-9.6658,-35.7353,76.44,78,40,4.61
199,Lerik,AZ,2022-07-17 23:19:10,38.7726,48.4128,56.12,36,0,1.57
200,Nuuk,GL,2022-07-17 23:19:11,64.1835,-51.7216,45.21,87,75,21.85
201,Quila,MX,2022-07-17 23:19:11,24.4228,-107.22,94.86,50,46,13.22
202,Hervey Bay,AU,2022-07-17 23:16:32,-25.2986,152.8535,64.02,87,54,5.99
203,Sauda,NO,2022-07-17 23:19:12,59.6506,6.3542,59.68,100,100,4.7
204,Kyshtovka,RU,2022-07-17 23:19:13,56.555,76.6271,51.24,95,5,7.76
205,Inzer,RU,2022-07-17 23:19:13,54.2167,57.5556,62.51,92,100,1.95
206,Brainerd,US,2022-07-17 23:16:48,46.358,-94.2008,88.05,51,20,10.36
207,Tecoanapa,MX,2022-07-17 23:19:14,16.5167,-98.75,83.28,71,100,4.88
208,Pangnirtung,CA,2022-07-17 23:19:15,66.1451,-65.7125,50.76,66,42,1.83
209,Honiara,SB,2022-07-17 23:14:36,-9.4333,159.95,85.69,61,18,10.36
210,Hofn,IS,2022-07-17 23:19:16,64.2539,-15.2082,53.53,76,21,4.29
211,Monrovia,LR,2022-07-17 23:19:16,6.3005,-10.7969,76.98,82,100,13.78
212,Lubao,PH,2022-07-17 23:19:17,14.9167,120.55,80.31,87,95,1.1
213,Wasilla,US,2022-07-17 23:16:01,61.5814,-149.4394,57.02,92,100,3.44
214,Elk City,US,2022-07-17 23:19:17,35.412,-99.4043,105.78,20,0,9.22
215,Savinka,RU,2022-07-17 23:19:18,50.0785,47.0994,73.51,51,35,7.58
216,Namatanai,PG,2022-07-17 23:19:18,-3.6667,152.4333,83.73,69,80,9.62
217,Mansfield,GB,2022-07-17 23:15:20,53.1333,-1.2,74.59,44,100,6.69
218,Lompoc,US,2022-07-17 23:19:19,34.6391,-120.4579,91.54,66,0,14.97
219,Hvolsvollur,IS,2022-07-17 23:19:20,63.7533,-20.2243,51.03,89,77,4.29
220,Ruidoso,US,2022-07-17 23:19:20,33.3317,-105.673,88.95,19,0,11.5
221,Bolu,TR,2022-07-17 23:19:21,40.6667,31.5833,56.88,93,12,2.53
222,Klaksvik,FO,2022-07-17 23:18:32,62.2266,-6.589,50.92,89,99,21.16
223,Pimenta Bueno,BR,2022-07-17 23:14:27,-11.6725,-61.1936,86.36,42,46,4.9
224,Grand-Lahou,CI,2022-07-17 23:19:22,5.1367,-5.0242,75.36,85,56,12.37
225,Healdsburg,US,2022-07-17 23:16:58,38.6105,-122.8692,104.31,35,0,13.8
226,Wyszkow,PL,2022-07-17 23:19:22,52.5928,21.4584,62.94,67,79,5.88
227,Ostashkov,RU,2022-07-17 23:19:23,57.1467,33.1075,52.16,85,75,3.74
228,Singkawang,ID,2022-07-17 23:19:23,0.9,109.0,75.72,79,100,3.02
229,Nikolskoye,RU,2022-07-17 23:19:24,59.7035,30.7861,53.8,97,99,5.21
230,Norman Wells,CA,2022-07-17 23:19:25,65.282,-126.8329,77.04,31,75,2.3
231,Bengkulu,ID,2022-07-17 23:19:25,-3.8004,102.2655,75.07,87,41,4.52
232,Fort Smith,US,2022-07-17 23:16:43,35.3859,-94.3986,105.84,30,20,10.36
233,Neuenburg,CH,2022-07-17 23:20:26,46.9918,6.931,67.5,68,26,2.3
234,Portland,US,2022-07-17 23:18:45,45.5234,-122.6762,78.91,45,40,11.5
235,Kangaatsiaq,GL,2022-07-17 23:20:27,68.3065,-53.4641,41.22,91,79,6.04
236,Ambalavao,MG,2022-07-17 23:20:27,-21.8333,46.9333,49.44,94,19,5.44
237,Jeremie,HT,2022-07-17 23:20:28,18.65,-74.1167,83.82,72,15,4.63
238,Nemuro,JP,2022-07-17 23:20:28,43.3236,145.575,63.46,99,100,10.31
239,Minab,IR,2022-07-17 23:20:29,27.1467,57.0801,88.12,74,79,0.0
240,Encruzilhada Do Sul,BR,2022-07-17 23:17:43,-30.5439,-52.5219,41.34,95,3,3.2
241,Ilulissat,GL,2022-07-17 23:20:30,69.2167,-51.1,51.82,54,26,5.75
242,Ancud,CL,2022-07-17 23:18:20,-41.8697,-73.8203,41.23,76,43,10.31
243,Te Anau,NZ,2022-07-17 23:20:30,-45.4167,167.7167,52.02,81,100,13.96
244,Anadyr,RU,2022-07-17 23:20:31,64.75,177.4833,45.1,42,40,29.08
245,Strangnas,SE,2022-07-17 23:20:31,59.3774,17.0312,62.58,64,100,4.68
246,Bastia,FR,2022-07-17 23:20:32,42.6667,9.3333,78.3,78,0,4.61
247,Lanigan,CA,2022-07-17 23:20:32,51.8501,-105.0344,85.89,46,25,7.23
248,Hithadhoo,MV,2022-07-17 23:20:33,-0.6,73.0833,79.07,78,100,20.94
249,Biak,ID,2022-07-17 23:20:33,-0.9131,122.8766,71.62,95,100,2.44
250,Eyl,SO,2022-07-17 23:20:34,7.9803,49.8164,77.63,67,53,30.13
251,Beloha,MG,2022-07-17 23:20:35,-25.1667,45.05,61.45,82,0,8.43
252,Saint-Paul,RE,2022-07-17 23:20:36,-21.0096,55.2707,70.36,72,27,4.59
253,Bathsheba,BB,2022-07-17 23:20:36,13.2167,-59.5167,81.21,87,20,18.41
254,Puerto Penasco,MX,2022-07-17 23:20:37,31.3167,-113.5333,89.91,68,73,11.99
255,Lagos,NG,2022-07-17 23:20:37,6.5833,3.75,74.79,86,97,4.94
256,Gimli,CA,2022-07-17 23:20:38,50.6336,-96.9907,89.62,62,1,11.5
257,Ostersund,SE,2022-07-17 23:20:38,63.1792,14.6357,50.61,100,75,13.0
258,Mahebourg,MU,2022-07-17 23:20:39,-20.4081,57.7,70.09,73,75,12.66
259,Catemaco,MX,2022-07-17 23:20:39,18.4167,-95.1167,79.39,76,100,2.26
260,Eureka,US,2022-07-17 23:20:40,40.8021,-124.1637,80.67,72,9,5.99
261,Mulege,MX,2022-07-17 23:20:41,26.8833,-111.9833,93.56,43,6,11.05
262,Zhigansk,RU,2022-07-17 23:20:41,66.7697,123.3711,57.29,70,89,11.12
263,Luderitz,NA,2022-07-17 23:20:42,-26.6481,15.1594,62.01,57,1,6.04
264,Batouri,CM,2022-07-17 23:20:42,4.4333,14.3667,68.5,98,100,3.09
265,Tandalti,SD,2022-07-17 23:20:43,13.0167,31.8667,81.82,62,65,8.3
266,Quatre Cocos,MU,2022-07-17 23:20:43,-20.2078,57.7625,69.91,64,86,19.6
267,Novyy Urgal,RU,2022-07-17 23:20:44,51.0736,132.5642,66.65,85,94,1.74
268,Poum,NC,2022-07-17 23:20:45,-20.2333,164.0167,75.7,71,31,18.66
269,Birin,NP,2022-07-17 23:20:45,26.8865,88.0718,65.28,94,89,1.52
270,Taoudenni,ML,2022-07-17 23:20:46,22.6783,-3.9836,101.41,8,46,17.2
271,Sapa,PH,2022-07-17 23:20:46,5.1544,120.3241,80.22,80,100,1.3
272,Zyryanka,RU,2022-07-17 23:20:47,65.75,150.85,60.44,45,72,1.3
273,Bhadrachalam,IN,2022-07-17 23:20:47,17.6667,80.8833,75.83,96,100,5.32
274,Penzance,GB,2022-07-17 23:17:38,50.1186,-5.5371,65.08,68,100,12.41
275,Namibe,AO,2022-07-17 23:20:48,-15.1961,12.1522,64.81,80,5,1.9
276,Fare,PF,2022-07-17 23:20:48,-16.7,-151.0167,76.86,69,72,14.99
277,Cervo,ES,2022-07-17 23:21:49,43.6702,-7.4101,63.97,78,73,5.68
278,Puerto Del Rosario,ES,2022-07-17 23:21:50,28.5004,-13.8627,71.35,78,0,17.27
279,Svetlaya,RU,2022-07-17 23:21:50,46.5389,138.3297,61.09,88,100,1.61
280,Marsh Harbour,BS,2022-07-17 23:21:51,26.5412,-77.0636,82.9,76,83,13.98
281,Kannangad,IN,2022-07-17 23:21:51,12.3081,75.1063,78.24,85,100,9.48
282,Piacabucu,BR,2022-07-17 23:21:52,-10.4056,-36.4344,72.93,76,29,6.58
283,Samarai,PG,2022-07-17 23:21:52,-10.6167,150.6667,80.55,80,40,6.15
284,Strezhevoy,RU,2022-07-17 23:21:53,60.7333,77.5889,54.61,83,96,6.93
285,Lukulu,ZM,2022-07-17 23:21:53,-14.3707,23.242,53.46,47,3,7.7
286,San Quintin,MX,2022-07-17 23:21:54,30.4833,-115.95,73.62,67,9,9.73
287,Buenaventura,CO,2022-07-17 23:20:02,3.8801,-77.0312,76.46,94,93,3.02
288,Narsaq,GL,2022-07-17 23:21:54,60.9167,-46.05,53.82,78,79,3.71
289,Pervomayskiy,RU,2022-07-17 23:21:55,53.2485,40.2871,58.96,72,98,7.05
290,Koulikoro,ML,2022-07-17 23:21:56,14.0,-7.75,75.47,80,100,6.42
291,Petropavlovsk-Kamchatskiy,RU,2022-07-17 23:21:56,53.0452,158.6483,72.19,64,0,4.47
292,Vila Velha,BR,2022-07-17 23:19:05,-20.3297,-40.2925,75.15,87,0,13.0
293,Imbituba,BR,2022-07-17 23:21:57,-28.24,-48.6703,58.08,85,100,1.99
294,Quilmana,PE,2022-07-17 23:21:57,-12.95,-76.3833,63.25,80,19,4.63
295,Bambous Virieux,MU,2022-07-17 23:19:44,-20.3428,57.7575,70.05,73,75,12.66
